Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,ProdTaken
32,Company Invited,1,10,Small Business,Male,3,4,Basic,5,Married,3,1,1,0,1,Executive,21743,0
40,Self Enquiry,1,6,Salaried,Male,2,3,Basic,3,Married,1,0,1,0,0,Executive,17406,0
53,Self Enquiry,1,15,Salaried,Female,3,4,Basic,5,Divorced,2,0,1,1,2,Executive,21628,0
36,Self Enquiry,1,9,Salaried,Female,2,3,Basic,3,Married,6,0,1,0,1,Executive,17835,0
34,Company Invited,1,12,Salaried,Female,4,4,Standard,4,Divorced,8,0,3,1,3,Senior Manager,30556,0
47,Self Enquiry,1,7,Small Business,Male,4,4,Standard,5,Married,2,0,2,0,1,Senior Manager,28074,0
34,Company Invited,1,6,Small Business,Male,3,4,Deluxe,5,Single,1,0,2,1,2,Manager,20343,0
41,Self Enquiry,3,6,Salaried,Female,3,3,Deluxe,3,Single,1,1,2,1,0,Manager,20993,1
27,Self Enquiry,1,23,Salaried,Female,2,3,Basic,3,Single,2,1,5,1,0,Executive,17394,1
33,Self Enquiry,3,13,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,23688,0
34,Self Enquiry,3,12,Small Business,Female,3,4,Basic,3,Unmarried,3,1,2,1,1,Executive,21529,1
40,Company Invited,1,17,Large Business,Female,3,3,Deluxe,3,Married,2,0,3,1,1,Manager,21323,0
34,Self Enquiry,1,13,Small Business,Male,2,3,Basic,3,Single,2,0,1,0,1,Executive,17972,0
53,Self Enquiry,1,10,Small Business,Male,3,5,Standard,3,Married,4,1,1,1,1,Senior Manager,26647,0
46,Self Enquiry,3,9,Salaried,Male,4,4,Deluxe,4,Divorced,2,0,5,1,1,Manager,23483,0
29,Self Enquiry,1,7,Small Business,Female,4,4,Basic,5,Married,3,0,1,1,1,Executive,22269,0
35,Self Enquiry,1,14,Small Business,Male,3,4,Basic,3,Unmarried,3,0,1,0,2,Executive,21650,0
26,Self Enquiry,1,12,Salaried,Female,2,4,Basic,4,Married,2,0,3,1,1,Executive,17368,0
24,Self Enquiry,1,23,Salaried,Female,3,3,Basic,4,Divorced,2,0,2,0,1,Executive,17210,1
60,Self Enquiry,1,25,Small Business,Male,4,4,Standard,3,Single,8,0,3,1,2,Senior Manager,29190,0
30,Self Enquiry,1,16,Small Business,Female,3,4,Basic,3,Married,2,0,5,1,2,Executive,21652,0
52,Self Enquiry,3,21,Salaried,Female,3,4,Deluxe,3,Divorced,6,0,3,0,2,Manager,23614,0
26,Self Enquiry,1,27,Small Business,Male,2,3,Basic,3,Married,2,0,5,1,1,Executive,17377,1
42,Self Enquiry,3,11,Small Business,Female,3,4,Standard,3,Married,2,1,1,0,2,Senior Manager,29125,0
43,Company Invited,1,33,Small Business,Female,3,4,Standard,5,Married,5,1,3,0,1,Senior Manager,31869,0
30,Company Invited,1,9,Salaried,Female,4,4,Basic,4,Divorced,2,0,5,0,3,Executive,21858,0
52,Company Invited,1,15,Salaried,Male,3,6,Standard,3,Single,4,0,2,0,2,Senior Manager,29328,1
25,Self Enquiry,1,31,Small Business,Male,3,4,Basic,4,Unmarried,2,0,5,1,1,Executive,22275,0
30,Self Enquiry,1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,3,0,1,Manager,22871,0
37,Self Enquiry,1,16,Small Business,Male,4,5,Basic,3,Divorced,2,1,2,0,2,Executive,22066,1
31,Company Invited,1,11,Large Business,Male,3,4,Basic,3,Single,2,1,4,1,1,Executive,20963,1
35,Company Invited,1,17,Small Business,Male,3,4,Standard,5,Divorced,3,1,5,1,1,Senior Manager,24884,0
28,Self Enquiry,1,21,Salaried,Male,3,4,Basic,5,Married,3,1,4,1,1,Executive,20913,0
45,Self Enquiry,1,12,Salaried,Male,2,3,Standard,5,Married,5,1,3,1,1,Senior Manager,28245,0
57,Self Enquiry,1,30,Salaried,Male,4,4,Super Deluxe,4,Divorced,6,1,4,1,3,AVP,32080,0
37,Company Invited,3,15,Large Business,Male,3,4,Deluxe,3,Married,6,0,3,1,1,Manager,23757,0
38,Self Enquiry,1,14,Small Business,Male,2,4,Standard,3,Single,6,0,2,0,1,Senior Manager,32342,0
31,Company Invited,3,26,Salaried,Male,3,1,Basic,3,Married,1,0,5,1,0,Executive,17791,0
58,Self Enquiry,1,7,Small Business,Male,3,4,Deluxe,3,Married,4,0,3,0,2,Manager,25433,0
29,Company Invited,1,31,Large Business,Male,4,5,Standard,5,Unmarried,3,0,2,0,1,Senior Manager,27400,1
36,Self Enquiry,1,16,Salaried,Male,4,5,Deluxe,4,Unmarried,2,0,2,1,3,Manager,25218,0
56,Self Enquiry,1,27,Large Business,Male,3,4,Deluxe,3,Married,5,1,1,0,1,Manager,24093,0
31,Self Enquiry,1,6,Salaried,Male,3,4,Basic,5,Divorced,2,0,4,0,0,Executive,17218,0
30,Company Invited,1,7,Salaried,Male,4,6,Basic,3,Married,3,0,2,1,1,Executive,21398,0
55,Self Enquiry,3,19,Small Business,Male,2,1,Super Deluxe,3,Single,7,1,3,1,1,AVP,28695,1
24,Self Enquiry,1,6,Small Business,Male,3,3,Basic,3,Married,3,1,3,0,2,Executive,17293,1
28,Self Enquiry,1,11,Salaried,Female,4,4,Basic,3,Single,3,0,2,1,2,Executive,20996,0
45,Self Enquiry,1,14,Small Business,Female,3,5,Standard,3,Married,5,0,4,0,1,Senior Manager,28926,0
26,Self Enquiry,1,11,Large Business,Male,3,4,Basic,3,Married,3,1,3,1,2,Executive,22369,1
42,Self Enquiry,1,8,Small Business,Male,2,3,Super Deluxe,5,Divorced,1,0,3,1,1,AVP,32665,0
41,Self Enquiry,1,14,Salaried,Male,4,4,Basic,5,Single,5,1,3,0,2,Executive,20844,1
35,Self Enquiry,1,13,Salaried,Male,3,3,Basic,4,Single,2,1,3,1,1,Executive,20363,1
45,Self Enquiry,1,7,Salaried,Male,4,2,Deluxe,5,Married,4,0,3,1,3,Manager,23711,0
34,Self Enquiry,1,25,Small Business,Male,3,3,Basic,3,Married,1,0,3,0,0,Executive,17661,0
33,Self Enquiry,1,10,Small Business,Female,4,4,Deluxe,5,Married,3,0,1,1,1,Manager,25403,0
30,Self Enquiry,1,26,Salaried,Male,2,3,Deluxe,5,Divorced,1,0,4,1,0,Manager,24957,0
21,Self Enquiry,3,9,Small Business,Female,3,4,Basic,3,Unmarried,3,0,4,0,1,Executive,21461,0
30,Self Enquiry,3,27,Small Business,Male,3,4,Deluxe,3,Married,4,0,1,1,1,Manager,25609,0
27,Self Enquiry,3,11,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,1,1,1,Manager,24506,1
32,Self Enquiry,3,14,Large Business,Male,4,2,Deluxe,3,Married,6,0,1,1,2,Manager,25607,0
36,Company Invited,3,15,Small Business,Female,4,5,Standard,3,Married,6,1,5,1,3,Senior Manager,29055,0
25,Self Enquiry,3,7,Large Business,Female,4,4,Basic,4,Unmarried,3,1,4,0,1,Executive,21880,1
42,Company Invited,1,11,Salaried,Male,3,3,Basic,3,Married,5,0,3,0,1,Executive,17093,0
30,Company Invited,3,7,Small Business,Female,3,4,Standard,3,Divorced,3,0,3,1,1,Senior Manager,26596,0
36,Company Invited,1,11,Salaried,Male,3,4,Deluxe,3,Unmarried,3,1,1,1,2,Manager,22927,0
35,Self Enquiry,3,9,Salaried,Male,3,3,Standard,3,Married,7,0,5,0,2,Senior Manager,22823,0
48,Company Invited,3,10,Small Business,Female,3,4,Super Deluxe,3,Married,2,1,5,1,2,AVP,32448,0
24,Self Enquiry,1,13,Salaried,Male,4,2,Basic,5,Married,3,1,3,0,1,Executive,20279,1
26,Self Enquiry,2,9,Salaried,Female,3,4,Basic,4,Married,6,0,4,0,1,Executive,20865,0
48,Company Invited,3,34,Salaried,Female,4,2,Deluxe,3,Unmarried,6,1,4,1,3,Manager,25075,1
57,Self Enquiry,1,6,Small Business,Male,2,3,Deluxe,3,Divorced,3,0,3,1,1,Manager,21755,0
30,Company Invited,1,9,Small Business,Female,3,3,Basic,3,Married,2,0,3,1,1,Executive,17083,0
27,Company Invited,1,14,Small Business,Male,4,4,Basic,3,Single,3,0,4,1,3,Executive,21248,0
41,Self Enquiry,1,21,Small Business,Male,3,5,King,3,Single,3,0,3,1,2,VP,38304,0
43,Company Invited,3,21,Salaried,Male,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,21804,0
37,Company Invited,1,10,Large Business,Male,3,4,Basic,4,Divorced,3,0,3,1,2,Executive,22370,0
30,Company Invited,1,17,Salaried,Female,4,4,Basic,4,Married,2,0,5,0,1,Executive,21969,0
54,Self Enquiry,1,31,Small Business,Male,3,2,Standard,3,Married,5,0,3,0,2,Senior Manager,25683,0
32,Self Enquiry,3,10,Small Business,Male,2,5,Standard,3,Divorced,2,0,2,1,1,Senior Manager,25400,1
58,Self Enquiry,3,16,Small Business,Male,2,3,Super Deluxe,3,Single,1,0,3,0,1,AVP,28872,0
55,Self Enquiry,1,26,Large Business,Male,2,3,Deluxe,3,Married,4,1,1,0,0,Manager,20415,0
35,Self Enquiry,1,6,Salaried,Female,2,1,Basic,3,Single,4,0,3,1,1,Executive,17506,0
40,Self Enquiry,3,11,Salaried,Female,3,5,Deluxe,3,Married,6,0,5,1,2,Manager,24580,0
31,Company Invited,3,8,Salaried,Male,2,3,Deluxe,5,Single,1,0,1,0,0,Manager,20332,0
43,Self Enquiry,1,13,Salaried,Female,2,3,Standard,5,Divorced,1,0,5,1,0,Senior Manager,24985,0
54,Company Invited,1,7,Small Business,Female,3,5,Super Deluxe,3,Married,6,1,1,0,1,AVP,31643,0
53,Self Enquiry,3,12,Small Business,Male,2,3,Deluxe,3,Married,3,1,5,0,1,Manager,17306,0
29,Self Enquiry,1,6,Salaried,Male,2,3,Deluxe,5,Married,1,0,3,1,0,Manager,20373,0
47,Self Enquiry,3,17,Small Business,Female,4,5,Standard,3,Divorced,4,1,2,1,2,Senior Manager,27749,0
34,Self Enquiry,1,12,Small Business,Male,2,3,Basic,5,Single,3,0,4,0,0,Executive,17960,1
25,Self Enquiry,1,24,Small Business,Female,3,5,Deluxe,3,Married,3,0,3,0,1,Manager,23055,0
46,Company Invited,3,11,Small Business,Male,3,3,Deluxe,3,Single,5,1,5,1,1,Manager,20772,0
40,Self Enquiry,1,7,Salaried,Female,4,5,Super Deluxe,3,Married,3,0,3,1,1,AVP,31420,0
35,Company Invited,3,30,Small Business,Male,4,4,Deluxe,3,Unmarried,2,0,5,1,2,Manager,23246,0
54,Self Enquiry,3,9,Small Business,Female,2,3,Deluxe,5,Divorced,3,0,4,1,1,Manager,20940,0
51,Self Enquiry,3,27,Small Business,Male,3,3,Deluxe,3,Single,1,1,5,1,1,Manager,20441,0
44,Self Enquiry,3,32,Small Business,Male,4,5,Standard,3,Married,7,0,4,1,2,Senior Manager,29476,0
31,Company Invited,3,6,Salaried,Female,2,5,Basic,3,Single,2,0,3,1,1,Executive,16359,1
23,Self Enquiry,1,13,Small Business,Male,4,4,Basic,3,Divorced,2,0,2,1,1,Executive,21451,0
36,Self Enquiry,1,29,Salaried,Male,3,6,Basic,3,Unmarried,2,0,4,1,1,Executive,22908,0
37,Self Enquiry,1,11,Small Business,Male,3,3,Deluxe,3,Married,1,0,3,0,0,Manager,21347,0
36,Self Enquiry,3,25,Small Business,Female,3,4,Deluxe,3,Married,3,0,4,1,2,Manager,23279,0
23,Self Enquiry,1,10,Small Business,Male,2,2,Basic,5,Divorced,3,0,4,0,1,Executive,17819,0
31,Self Enquiry,1,8,Salaried,Male,2,3,Basic,3,Married,1,1,4,1,1,Executive,17695,0
34,Self Enquiry,1,14,Small Business,Female,3,3,Deluxe,3,Single,4,0,4,0,1,Manager,21142,0
35,Self Enquiry,1,7,Salaried,Male,3,4,Basic,3,Married,3,0,3,1,2,Executive,21369,0
26,Self Enquiry,1,9,Salaried,Male,3,4,Basic,3,Married,8,1,5,0,1,Executive,22655,0
29,Self Enquiry,1,16,Salaried,Female,3,4,Basic,5,Single,7,1,5,1,0,Executive,17404,1
27,Self Enquiry,3,17,Small Business,Male,3,4,Deluxe,3,Unmarried,3,0,1,0,1,Manager,23362,0
29,Self Enquiry,1,12,Small Business,Female,2,3,Basic,3,Married,2,0,3,0,1,Executive,18131,0
34,Self Enquiry,1,26,Large Business,Female,2,1,Basic,3,Divorced,1,0,1,1,0,Executive,17585,0
49,Self Enquiry,1,10,Small Business,Male,2,4,King,3,Divorced,3,0,3,0,0,VP,33711,0
46,Self Enquiry,1,13,Salaried,Male,3,4,Standard,5,Married,6,1,3,1,2,Senior Manager,31923,0
50,Self Enquiry,1,7,Large Business,Female,3,4,Basic,5,Divorced,4,0,4,1,1,Executive,22258,0
38,Self Enquiry,1,15,Salaried,Female,3,3,Basic,3,Single,2,0,1,1,2,Executive,17288,0
26,Company Invited,1,6,Small Business,Female,3,4,Basic,3,Married,2,0,2,1,0,Executive,17007,0
30,Self Enquiry,2,24,Salaried,Male,3,5,Standard,5,Unmarried,3,0,3,0,1,Senior Manager,26666,0
24,Company Invited,1,15,Salaried,Male,2,4,Basic,4,Married,2,0,5,0,1,Executive,17694,0
35,Self Enquiry,1,34,Small Business,Female,4,4,Basic,4,Single,4,0,3,0,1,Executive,20989,0
48,Self Enquiry,3,9,Small Business,Female,3,4,Deluxe,3,Divorced,2,1,2,1,1,Manager,23215,0
34,Company Invited,1,10,Salaried,Male,4,4,Basic,5,Unmarried,3,1,5,1,1,Executive,22026,1
36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,1,Manager,20079,0
29,Self Enquiry,1,16,Small Business,Male,4,4,Basic,3,Married,3,0,1,1,1,Executive,20748,0
35,Self Enquiry,1,15,Salaried,Female,3,4,Standard,3,Divorced,2,1,4,1,1,Senior Manager,25685,0
39,Self Enquiry,3,17,Small Business,Male,4,5,Standard,3,Married,2,1,3,1,1,Senior Manager,27418,0
47,Company Invited,3,9,Small Business,Female,2,3,Super Deluxe,3,Married,1,1,5,1,1,AVP,28770,0
33,Self Enquiry,1,6,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17686,1
34,Self Enquiry,3,34,Small Business,Female,3,4,Deluxe,3,Married,2,0,5,1,0,Manager,21712,0
28,Self Enquiry,1,15,Small Business,Female,4,4,Basic,3,Unmarried,3,0,4,1,3,Executive,22123,0
50,Self Enquiry,3,18,Small Business,Female,3,4,Standard,3,Divorced,3,0,4,0,2,Senior Manager,26332,1
54,Self Enquiry,2,25,Small Business,Male,2,3,Standard,4,Married,3,0,3,1,1,Senior Manager,25725,0
39,Self Enquiry,1,7,Salaried,Female,3,4,Basic,5,Unmarried,5,0,2,1,2,Executive,21297,0
54,Self Enquiry,3,7,Small Business,Female,3,4,Deluxe,5,Unmarried,2,0,1,1,2,Manager,27059,0
33,Self Enquiry,1,11,Salaried,Female,3,4,Basic,3,Married,2,0,1,0,0,Executive,17911,0
37,Self Enquiry,1,10,Large Business,Male,2,4,Deluxe,4,Unmarried,6,0,2,1,1,Manager,23163,0
29,Self Enquiry,1,24,Small Business,Male,2,4,Basic,3,Single,2,1,3,0,1,Executive,17389,1
40,Company Invited,1,22,Small Business,Male,2,4,Deluxe,3,Single,7,0,5,1,1,Manager,20094,0
33,Company Invited,1,9,Salaried,Female,3,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,23676,0
38,Self Enquiry,1,17,Small Business,Female,4,4,Basic,5,Divorced,8,0,2,1,2,Executive,22130,0
33,Self Enquiry,1,9,Large Business,Male,4,4,Basic,5,Single,3,0,1,1,2,Executive,21117,0
31,Self Enquiry,1,9,Small Business,Female,3,5,Deluxe,3,Unmarried,7,1,2,1,2,Manager,25555,0
37,Self Enquiry,1,15,Large Business,Female,3,4,Standard,3,Married,3,0,4,1,2,Senior Manager,28774,0
20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,0,1,Executive,21242,1
42,Company Invited,3,11,Small Business,Male,3,4,Deluxe,4,Unmarried,3,0,3,1,1,Manager,28033,1
38,Self Enquiry,1,18,Small Business,Female,4,6,Deluxe,4,Married,7,0,4,1,1,Manager,23455,1
37,Company Invited,1,31,Salaried,Female,3,4,Deluxe,4,Married,2,0,3,1,2,Manager,24352,0
46,Company Invited,3,16,Salaried,Female,4,5,Deluxe,3,Divorced,3,0,3,0,1,Manager,24271,0
28,Company Invited,3,15,Salaried,Male,3,4,Standard,3,Unmarried,3,0,2,1,1,Senior Manager,27404,0
24,Self Enquiry,1,29,Small Business,Male,2,2,Basic,3,Divorced,2,1,4,0,1,Executive,17725,0
24,Self Enquiry,1,17,Small Business,Male,4,2,Basic,3,Unmarried,3,0,1,0,2,Executive,22183,0
31,Self Enquiry,1,15,Salaried,Male,2,3,Standard,4,Married,2,0,3,0,0,Senior Manager,25648,0
40,Self Enquiry,1,12,Salaried,Female,3,3,Super Deluxe,3,Unmarried,1,0,5,1,0,AVP,28237,0
61,Self Enquiry,3,23,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,4,1,2,Manager,24083,0
46,Company Invited,3,9,Salaried,Female,4,4,Deluxe,3,Married,6,0,1,1,3,Manager,23832,0
36,Self Enquiry,1,28,Salaried,Female,3,4,Deluxe,3,Married,3,1,3,0,1,Manager,22692,0
34,Self Enquiry,1,11,Small Business,Female,3,5,Basic,4,Married,8,0,4,0,2,Executive,21300,0
38,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Divorced,3,0,2,1,2,Manager,25152,0
28,Company Invited,1,7,Large Business,Male,3,5,Deluxe,5,Divorced,7,0,3,0,2,Manager,22976,0
38,Self Enquiry,1,32,Small Business,Female,3,5,Deluxe,3,Married,2,0,3,0,2,Manager,24409,0
47,Company Invited,1,14,Small Business,Female,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,23936,0
41,Company Invited,1,16,Salaried,Male,4,5,Deluxe,3,Married,2,0,5,0,2,Manager,23554,0
20,Self Enquiry,2,9,Large Business,Male,3,5,Basic,3,Single,3,0,3,1,2,Executive,21242,1
36,Company Invited,3,14,Large Business,Male,2,3,Deluxe,3,Married,5,0,3,1,0,Manager,20079,0
29,Self Enquiry,3,9,Small Business,Female,3,3,Deluxe,3,Divorced,2,0,2,0,0,Manager,20561,0
33,Self Enquiry,1,7,Salaried,Male,4,5,Basic,3,Unmarried,2,1,5,0,3,Executive,22408,1
28,Self Enquiry,1,9,Small Business,Female,3,3,Standard,4,Married,1,0,4,0,0,Senior Manager,22655,0
40,Self Enquiry,3,28,Small Business,Male,3,4,Deluxe,3,Divorced,3,1,3,1,1,Manager,21380,1
34,Self Enquiry,2,10,Salaried,Male,3,4,Basic,4,Married,5,1,5,0,2,Executive,20955,0
32,Self Enquiry,3,14,Large Business,Female,3,4,Deluxe,4,Divorced,2,1,2,1,0,Manager,20228,0
36,Self Enquiry,1,12,Salaried,Male,2,3,Basic,3,Married,1,0,5,1,1,Executive,18210,0
60,Self Enquiry,3,22,Small Business,Male,2,3,Deluxe,5,Single,1,0,4,1,1,Manager,20405,0
20,Self Enquiry,3,28,Salaried,Male,3,5,Basic,4,Single,3,1,2,0,2,Executive,20799,1
31,Self Enquiry,1,9,Salaried,Male,3,5,Deluxe,3,Divorced,3,0,4,1,1,Manager,22830,0
48,Self Enquiry,1,11,Salaried,Female,4,5,Standard,4,Married,2,1,4,1,3,Senior Manager,29011,0
41,Self Enquiry,3,12,Small Business,Male,2,3,Standard,3,Unmarried,2,0,5,1,0,Senior Manager,24241,0
31,Self Enquiry,3,13,Salaried,Male,2,4,Standard,3,Married,1,0,3,1,0,Senior Manager,26557,0
40,Self Enquiry,3,22,Small Business,Male,4,4,Super Deluxe,5,Single,2,0,1,1,3,AVP,32019,0
48,Company Invited,3,30,Salaried,Male,3,5,Basic,3,Single,2,1,1,1,2,Executive,17559,1
50,Self Enquiry,1,15,Salaried,Female,3,4,Standard,4,Divorced,6,0,4,0,1,Senior Manager,26081,0
31,Self Enquiry,1,25,Salaried,Female,4,4,Basic,3,Unmarried,3,0,2,1,1,Executive,21310,0
44,Self Enquiry,1,10,Small Business,Male,2,3,Deluxe,4,Single,1,0,2,1,0,Manager,20933,0
27,Company Invited,1,7,Salaried,Female,3,4,Deluxe,4,Married,3,0,5,0,2,Manager,25075,0
27,Company Invited,3,8,Salaried,Male,2,5,Deluxe,3,Single,4,0,4,1,1,Manager,20071,0
36,Self Enquiry,3,8,Salaried,Male,3,3,Basic,3,Single,4,1,3,0,0,Executive,17644,0
52,Self Enquiry,1,6,Salaried,Male,3,3,Super Deluxe,3,Married,3,0,1,1,2,AVP,32099,0
39,Company Invited,1,19,Salaried,Male,3,5,Deluxe,5,Married,4,0,5,1,1,Manager,24966,0
29,Self Enquiry,1,7,Salaried,Female,4,6,Basic,4,Single,2,1,2,1,1,Executive,20894,1
25,Company Invited,1,9,Large Business,Female,3,4,Basic,3,Unmarried,3,1,3,1,2,Executive,22438,0
40,Self Enquiry,1,15,Salaried,Male,2,3,Basic,5,Single,4,0,1,1,1,Executive,17018,1
41,Company Invited,3,12,Salaried,Male,3,5,Standard,5,Married,7,1,5,0,1,Senior Manager,29153,0
23,Self Enquiry,3,8,Large Business,Male,3,3,Basic,5,Married,4,0,3,1,1,Executive,17322,0
40,Company Invited,1,9,Large Business,Female,4,4,Standard,3,Single,2,0,1,1,3,Senior Manager,29616,0
46,Self Enquiry,3,9,Small Business,Male,2,3,Super Deluxe,3,Divorced,4,0,2,1,0,AVP,32465,0
22,Company Invited,1,32,Salaried,Female,2,4,Basic,3,Married,2,1,3,0,0,Executive,17814,0
26,Self Enquiry,1,7,Salaried,Female,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,23576,0
38,Self Enquiry,1,35,Large Business,Male,2,3,Deluxe,3,Divorced,4,0,2,0,1,Manager,21261,0
38,Self Enquiry,3,15,Small Business,Male,3,4,Basic,4,Divorced,1,0,4,0,0,Executive,17899,0
37,Self Enquiry,1,9,Salaried,Female,4,4,Basic,3,Married,6,0,5,1,1,Executive,21221,0
28,Self Enquiry,1,30,Small Business,Male,2,3,Basic,4,Married,2,1,1,0,0,Executive,17408,1
50,Self Enquiry,1,15,Salaried,Male,3,3,Basic,3,Divorced,5,0,5,1,0,Executive,17380,0
45,Self Enquiry,2,7,Salaried,Female,3,4,Basic,3,Married,6,1,3,1,1,Executive,21873,0
51,Self Enquiry,1,7,Small Business,Male,3,5,Basic,3,Married,4,0,3,1,1,Executive,22368,0
37,Company Invited,1,25,Salaried,Male,3,2,Basic,3,Married,6,0,5,1,2,Executive,22366,0
39,Self Enquiry,3,11,Large Business,Male,2,3,Deluxe,3,Divorced,4,0,2,0,1,Manager,17086,1
41,Company Invited,2,10,Salaried,Male,2,5,Deluxe,4,Married,7,0,5,0,1,Manager,21430,0
24,Self Enquiry,2,28,Salaried,Male,2,5,Basic,3,Married,2,0,1,0,1,Executive,16555,1
29,Self Enquiry,1,9,Salaried,Male,4,5,Basic,4,Divorced,2,0,2,0,3,Executive,21879,0
37,Self Enquiry,1,12,Small Business,Male,2,1,Deluxe,5,Married,5,1,3,1,1,Manager,20974,0
30,Self Enquiry,3,13,Small Business,Male,2,3,Basic,4,Single,1,0,1,0,0,Executive,17983,0
42,Self Enquiry,3,11,Small Business,Male,2,3,King,3,Divorced,7,0,4,0,1,VP,33303,0
36,Self Enquiry,3,11,Large Business,Male,3,4,Standard,5,Unmarried,2,1,4,1,2,Senior Manager,28260,1
31,Self Enquiry,1,29,Salaried,Female,3,4,Basic,3,Divorced,6,1,2,0,2,Executive,20810,1
28,Company Invited,1,12,Salaried,Female,3,4,Basic,3,Single,2,1,1,1,2,Executive,21057,0
38,Self Enquiry,1,14,Small Business,Male,4,4,Deluxe,5,Married,7,1,3,0,1,Manager,22962,0
39,Self Enquiry,1,9,Small Business,Female,3,5,Standard,3,Married,5,1,5,1,2,Senior Manager,26434,0
32,Self Enquiry,3,10,Small Business,Male,2,5,Standard,3,Married,2,0,1,1,0,Senior Manager,25400,1
33,Company Invited,3,23,Salaried,Male,2,3,Super Deluxe,3,Single,2,0,3,1,1,AVP,32444,0
33,Company Invited,1,7,Salaried,Male,4,4,Basic,3,Married,2,0,5,0,1,Executive,20992,0
32,Self Enquiry,3,25,Salaried,Male,3,5,Standard,3,Married,4,0,3,1,2,Senior Manager,24610,0
51,Company Invited,3,7,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,25406,1
41,Company Invited,1,15,Salaried,Male,4,4,Deluxe,3,Married,5,1,3,1,2,Manager,22747,0
34,Self Enquiry,3,6,Small Business,Male,3,1,Deluxe,3,Married,1,0,5,0,1,Manager,24725,0
31,Self Enquiry,1,15,Salaried,Male,2,4,Basic,4,Single,1,1,3,1,0,Executive,17657,0
34,Self Enquiry,2,9,Salaried,Male,3,4,Basic,3,Divorced,3,0,2,0,1,Executive,22278,0
21,Self Enquiry,3,28,Small Business,Male,3,2,Basic,3,Unmarried,3,0,3,1,2,Executive,21356,0
47,Company Invited,1,22,Small Business,Male,3,1,Deluxe,3,Married,2,1,1,1,0,Manager,20067,0
36,Company Invited,1,9,Small Business,Male,3,4,Deluxe,3,Married,4,0,3,0,2,Manager,24440,0
32,Company Invited,1,7,Salaried,Female,4,4,Deluxe,5,Divorced,3,0,5,1,3,Manager,22826,0
50,Company Invited,2,9,Small Business,Male,2,3,King,4,Divorced,2,0,2,1,0,VP,33200,0
40,Self Enquiry,1,17,Small Business,Male,4,4,Standard,3,Single,2,0,3,1,1,Senior Manager,32142,0
46,Self Enquiry,1,32,Salaried,Female,4,5,Deluxe,3,Married,2,0,4,0,1,Manager,24584,0
39,Company Invited,1,9,Salaried,Female,4,2,Deluxe,5,Unmarried,8,1,1,0,1,Manager,24658,0
45,Self Enquiry,1,17,Salaried,Male,4,4,Basic,3,Unmarried,3,1,3,1,1,Executive,21614,1
38,Self Enquiry,3,13,Small Business,Female,2,2,Deluxe,5,Married,2,1,3,0,0,Manager,20605,0
33,Company Invited,1,9,Salaried,Male,3,3,Basic,5,Single,2,1,5,1,2,Executive,18348,1
30,Self Enquiry,1,17,Salaried,Female,4,5,Basic,5,Single,8,1,5,1,1,Executive,21082,1
24,Company Invited,1,10,Salaried,Male,2,4,Basic,3,Divorced,1,0,3,0,0,Executive,18162,0
39,Self Enquiry,3,10,Salaried,Female,2,4,Deluxe,3,Divorced,5,0,5,1,0,Manager,20902,0
41,Self Enquiry,1,9,Small Business,Female,3,2,Deluxe,3,Married,7,0,3,1,1,Manager,25055,0
26,Self Enquiry,3,12,Small Business,Male,3,5,Deluxe,3,Unmarried,3,1,3,1,1,Manager,24422,1
56,Self Enquiry,3,17,Small Business,Female,2,4,Deluxe,5,Married,5,0,5,0,1,Manager,20380,0
44,Company Invited,1,14,Small Business,Male,3,2,Basic,3,Married,6,0,4,1,1,Executive,20767,0
34,Self Enquiry,1,16,Salaried,Male,2,3,Basic,4,Married,2,0,1,1,1,Executive,17008,0
46,Self Enquiry,1,8,Salaried,Male,2,3,Standard,3,Married,4,0,1,1,1,Senior Manager,23578,0
47,Self Enquiry,3,22,Small Business,Male,3,6,Deluxe,3,Married,8,1,1,0,2,Manager,22101,1
31,Company Invited,1,10,Small Business,Female,4,4,Basic,3,Married,3,0,3,1,2,Executive,20761,0
29,Self Enquiry,1,16,Small Business,Male,4,4,Basic,3,Divorced,3,0,2,1,2,Executive,20748,0
56,Company Invited,3,12,Salaried,Female,2,2,Super Deluxe,5,Divorced,1,0,3,1,0,AVP,28212,0
